id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
22952,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown,1
22953,45,management,married,tertiary,no,210,yes,no,cellular,21,jul,623,1,-1,0,unknown,0
22954,58,retired,married,tertiary,no,136,no,no,cellular,28,aug,211,6,-1,0,unknown,0
22955,38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,0
22956,46,management,married,tertiary,no,810,yes,yes,cellular,15,may,33,2,176,1,other,0
22957,34,services,single,secondary,no,-96,yes,no,unknown,2,jun,269,3,-1,0,unknown,0
22958,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown,0
22959,34,technician,married,secondary,no,508,no,no,cellular,30,jan,795,1,-1,0,unknown,0
22960,55,technician,divorced,secondary,no,184,no,no,unknown,13,may,18,1,-1,0,unknown,0
22961,29,management,single,tertiary,no,1035,yes,no,cellular,21,jul,862,2,-1,0,unknown,0
22962,41,self-employed,married,secondary,no,149,yes,no,unknown,15,may,27,1,-1,0,unknown,0
22963,36,services,married,secondary,no,1177,yes,yes,cellular,3,feb,50,5,-1,0,unknown,0
22964,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,0
22965,51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,1
22966,45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,-1,0,unknown,1
22967,56,management,married,tertiary,no,1674,yes,yes,cellular,10,jul,143,1,-1,0,unknown,0
22968,55,technician,married,secondary,no,2760,yes,no,unknown,30,may,267,14,-1,0,unknown,0
22969,49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,0
22970,42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,82,4,-1,0,unknown,0
22971,30,technician,single,secondary,no,908,yes,no,unknown,21,may,27,1,-1,0,unknown,0
22972,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,1
22973,51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,0
22974,33,housemaid,married,primary,no,451,yes,no,cellular,11,may,327,1,-1,0,unknown,0
22975,66,retired,married,primary,no,747,no,no,telephone,27,oct,515,1,-1,0,unknown,0
22976,42,self-employed,married,secondary,no,487,yes,no,telephone,12,aug,58,4,-1,0,unknown,0
22977,47,blue-collar,single,primary,no,159,yes,no,cellular,18,may,7,6,357,13,other,0
22978,46,technician,married,secondary,no,1029,yes,no,unknown,14,may,142,1,-1,0,unknown,0
22979,44,technician,married,primary,no,7800,yes,no,cellular,19,nov,250,1,-1,0,unknown,0
22980,44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,1
22981,44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure,0
22982,45,technician,married,tertiary,no,115,no,no,cellular,16,dec,147,1,194,1,other,0
22983,37,blue-collar,married,secondary,no,3653,yes,no,cellular,8,may,525,1,-1,0,unknown,0
22984,40,technician,single,secondary,no,281,yes,no,cellular,11,may,7,11,360,2,other,0
22985,49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,0
22986,33,admin.,married,secondary,no,393,yes,no,unknown,28,may,383,1,-1,0,unknown,0
22987,42,admin.,divorced,secondary,no,0,yes,no,unknown,7,may,229,2,-1,0,unknown,0
22988,49,technician,married,secondary,no,1432,yes,yes,cellular,18,nov,1014,3,-1,0,unknown,0
22989,28,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,2,-1,0,unknown,1
22990,56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,3,-1,0,unknown,1
22991,33,management,single,tertiary,no,718,yes,no,cellular,18,oct,104,1,111,4,success,0
22992,29,blue-collar,married,primary,no,10191,yes,no,cellular,15,may,282,2,-1,0,unknown,0
22993,33,technician,married,secondary,no,2099,yes,yes,unknown,29,may,42,3,-1,0,unknown,0
22994,33,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,330,2,-1,0,unknown,0
22995,32,blue-collar,married,secondary,no,715,yes,no,unknown,8,may,108,2,-1,0,unknown,0
22996,30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,-1,0,unknown,0
22997,48,blue-collar,single,primary,no,185,yes,no,cellular,17,apr,193,1,-1,0,unknown,0
22998,48,management,married,tertiary,no,542,yes,no,unknown,16,may,137,1,-1,0,unknown,0
22999,31,self-employed,single,tertiary,no,1815,no,no,telephone,30,apr,107,1,80,1,success,0
23000,29,management,single,tertiary,no,176,no,no,cellular,9,feb,204,2,-1,0,unknown,0
23001,42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,-1,0,unknown,0
23002,30,blue-collar,single,secondary,no,214,yes,no,cellular,9,jul,364,1,-1,0,unknown,0
23003,44,blue-collar,single,secondary,no,492,no,yes,cellular,12,may,209,2,351,3,other,0
23004,58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,0
23005,35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,-1,0,unknown,0
23006,38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,0
23007,27,blue-collar,married,primary,no,1002,yes,no,unknown,3,jun,583,1,-1,0,unknown,0
23008,42,management,divorced,tertiary,no,5037,no,no,cellular,16,jul,100,6,84,14,success,0
23009,47,technician,married,secondary,no,11,no,no,cellular,21,aug,184,3,-1,0,unknown,0
23010,35,services,married,secondary,no,2048,yes,no,cellular,11,may,219,1,173,2,failure,0
23011,48,blue-collar,married,secondary,no,113,yes,no,cellular,16,apr,255,2,318,5,other,0
23012,28,blue-collar,married,primary,no,46,yes,no,unknown,27,may,205,3,-1,0,unknown,0
23013,46,technician,married,secondary,no,1740,yes,no,cellular,11,may,333,1,-1,0,unknown,0
23014,35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,0
23015,35,admin.,married,tertiary,no,-272,no,yes,cellular,29,jan,309,1,197,13,other,0
23016,46,technician,married,secondary,no,1590,yes,no,cellular,15,jul,59,2,-1,0,unknown,0
23017,36,unemployed,single,secondary,no,851,no,no,cellular,2,jun,368,2,-1,0,unknown,0
23018,53,admin.,married,secondary,no,-197,yes,yes,unknown,15,may,178,1,-1,0,unknown,0
23019,37,management,married,tertiary,no,5432,yes,yes,unknown,20,may,774,1,-1,0,unknown,0
23020,52,admin.,married,secondary,no,0,no,yes,telephone,9,jul,60,1,-1,0,unknown,0
23021,50,blue-collar,married,secondary,no,-26,yes,no,cellular,8,may,301,2,-1,0,unknown,0
23022,28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,1
23023,39,entrepreneur,divorced,tertiary,no,0,no,no,cellular,16,apr,561,3,-1,0,unknown,0
23024,26,blue-collar,single,primary,no,230,yes,no,unknown,28,may,289,1,-1,0,unknown,0
23025,58,technician,married,secondary,no,1463,yes,no,cellular,12,aug,110,3,-1,0,unknown,0
23026,52,management,single,tertiary,no,5728,yes,no,cellular,21,nov,79,3,-1,0,unknown,0
23027,38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,0
23028,32,unemployed,single,tertiary,no,586,yes,no,cellular,9,feb,12,5,-1,0,unknown,0
23029,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,0
23030,28,services,married,secondary,no,6,yes,no,unknown,8,may,667,1,-1,0,unknown,0
23031,50,blue-collar,married,unknown,no,123,yes,no,cellular,7,aug,276,2,-1,0,unknown,0
23032,43,blue-collar,married,secondary,no,833,no,no,cellular,17,jul,156,1,-1,0,unknown,0
23033,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,0
23034,34,admin.,single,secondary,no,1,yes,no,cellular,22,jul,483,7,-1,0,unknown,0
23035,34,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,0
23036,21,blue-collar,single,secondary,no,292,yes,yes,telephone,13,may,148,4,-1,0,unknown,0
23037,54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,0
23038,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,0,unknown,0
23039,34,management,single,tertiary,no,5452,no,no,cellular,20,apr,96,1,245,5,other,0
23040,37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,0
23041,45,blue-collar,married,secondary,no,1577,yes,no,cellular,17,apr,188,1,-1,0,unknown,0
23042,58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,0
23043,47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,365,2,failure,0
23044,24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,0
23045,44,blue-collar,married,primary,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,0
23046,49,management,single,tertiary,no,163,yes,no,unknown,6,may,496,3,-1,0,unknown,0
23047,33,technician,single,secondary,no,2481,no,no,cellular,21,nov,113,1,101,2,failure,0
23048,27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,1
23049,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,1
23050,36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120,3,failure,1
23051,36,housemaid,divorced,secondary,no,-289,no,no,cellular,20,apr,400,2,-1,0,unknown,0
23052,31,blue-collar,single,secondary,no,-78,yes,yes,unknown,23,may,198,2,-1,0,unknown,0
23053,30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,158,2,-1,0,unknown,1
23054,40,services,married,secondary,no,293,no,no,telephone,4,feb,192,2,-1,0,unknown,0
23055,27,admin.,single,secondary,no,685,yes,no,unknown,6,jun,672,2,-1,0,unknown,0
23056,36,blue-collar,single,unknown,yes,-395,yes,no,telephone,7,jul,9,17,-1,0,unknown,0
23057,45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,1
23058,48,technician,married,secondary,no,71,no,no,unknown,20,jun,524,4,-1,0,unknown,0
23059,40,blue-collar,married,primary,no,3736,yes,no,unknown,19,may,29,3,-1,0,unknown,0
23060,42,blue-collar,married,primary,no,984,yes,no,unknown,29,may,109,1,-1,0,unknown,0
23061,55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,7,may,36,3,-1,0,unknown,0
23062,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,1
23063,24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,0
23064,44,housemaid,married,secondary,no,281,yes,no,unknown,8,may,604,1,-1,0,unknown,0
23065,36,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,0
23066,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,1
23067,57,management,married,tertiary,no,813,no,no,cellular,27,apr,91,3,-1,0,unknown,0
23068,40,technician,married,tertiary,no,1034,yes,no,cellular,18,may,368,2,-1,0,unknown,0
23069,46,management,married,tertiary,no,1139,no,no,cellular,31,jul,466,4,-1,0,unknown,0
23070,53,management,divorced,tertiary,no,93,no,no,cellular,30,jul,219,2,-1,0,unknown,0
23071,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,1
23072,43,management,married,tertiary,no,2759,yes,yes,cellular,8,aug,329,2,-1,0,unknown,0
23073,44,unemployed,married,secondary,no,317,yes,yes,unknown,1,jun,4,1,-1,0,unknown,0
23074,27,student,single,unknown,no,2183,no,no,cellular,5,feb,219,3,-1,0,unknown,0
23075,23,housemaid,married,tertiary,no,1226,no,no,cellular,31,jul,350,4,-1,0,unknown,0
23076,51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,71,1,-1,0,unknown,0
23077,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,0
23078,48,entrepreneur,married,secondary,no,4037,no,no,unknown,6,jun,23,1,-1,0,unknown,0
23079,32,management,divorced,tertiary,no,12,no,no,cellular,17,jul,321,1,-1,0,unknown,0
23080,27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,0
23081,46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,257,2,failure,0
23082,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,0
23083,30,blue-collar,single,secondary,no,1165,yes,no,cellular,18,may,365,2,-1,0,unknown,0
23084,45,management,married,primary,no,2690,no,no,telephone,29,jul,145,4,-1,0,unknown,0
23085,38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,1
23086,34,technician,married,secondary,no,0,yes,no,telephone,28,jul,1025,2,-1,0,unknown,0
23087,39,technician,divorced,secondary,no,385,no,no,cellular,25,may,644,1,-1,0,unknown,0
23088,44,blue-collar,married,primary,no,711,no,no,unknown,17,jun,291,1,-1,0,unknown,0
23089,25,management,single,tertiary,no,565,yes,no,cellular,9,apr,175,1,-1,0,unknown,0
23090,51,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,150,1,252,1,failure,0
23091,34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown,0
23092,54,services,divorced,secondary,no,43,no,yes,cellular,21,nov,289,1,-1,0,unknown,0
23093,32,admin.,divorced,secondary,no,281,yes,no,unknown,8,may,231,4,-1,0,unknown,0
23094,59,retired,married,secondary,no,3812,yes,no,telephone,11,jul,498,2,-1,0,unknown,0
23095,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,0
23096,42,entrepreneur,married,tertiary,no,2476,yes,no,cellular,8,jul,251,1,-1,0,unknown,0
23097,50,management,married,tertiary,no,0,no,no,unknown,20,jun,26,4,-1,0,unknown,0
23098,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,0
23099,26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,-1,0,unknown,0
23100,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,0
23101,30,technician,single,tertiary,no,4561,yes,no,cellular,14,aug,103,2,-1,0,unknown,0
23102,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown,1
23103,36,technician,married,secondary,no,696,yes,no,cellular,5,feb,590,5,-1,0,unknown,0
23104,45,technician,married,tertiary,no,3168,no,no,cellular,8,aug,109,2,-1,0,unknown,0
23105,45,management,married,tertiary,no,1932,yes,no,cellular,17,nov,146,1,-1,0,unknown,0
23106,27,student,single,secondary,no,2245,no,no,cellular,18,jan,163,1,-1,0,unknown,0
23107,59,admin.,married,secondary,no,2552,no,yes,cellular,5,aug,125,3,-1,0,unknown,0
23108,32,admin.,married,secondary,no,0,no,no,unknown,16,may,137,1,-1,0,unknown,0
23109,61,management,married,secondary,no,1471,no,no,cellular,13,nov,632,1,93,2,failure,0
23110,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,0
23111,51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown,0
23112,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,1
23113,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,1
23114,40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown,1
23115,41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,115,1,341,1,failure,0
23116,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,-1,0,unknown,1
23117,45,technician,married,secondary,no,2124,yes,no,unknown,30,may,84,3,-1,0,unknown,0
23118,47,unemployed,married,secondary,no,351,yes,yes,unknown,29,may,370,1,-1,0,unknown,0
23119,33,technician,married,tertiary,no,575,yes,no,cellular,19,nov,76,1,-1,0,unknown,0
23120,35,technician,married,secondary,no,0,no,no,cellular,11,jul,271,2,-1,0,unknown,0
23121,56,blue-collar,divorced,secondary,no,934,no,no,cellular,29,jul,375,2,-1,0,unknown,0
23122,47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,-1,0,unknown,0
23123,40,admin.,married,secondary,no,153,yes,no,unknown,14,may,159,2,-1,0,unknown,0
23124,58,admin.,married,secondary,no,749,yes,no,unknown,14,may,151,2,-1,0,unknown,0
23125,36,services,married,secondary,no,33,yes,yes,cellular,22,aug,81,2,-1,0,unknown,0
23126,27,blue-collar,married,secondary,no,1600,yes,no,unknown,21,may,135,1,-1,0,unknown,0
23127,27,admin.,single,secondary,no,-181,yes,yes,unknown,29,may,81,4,-1,0,unknown,0
23128,51,services,married,unknown,no,6451,no,no,telephone,19,nov,66,2,-1,0,unknown,0
23129,29,admin.,single,secondary,no,315,yes,no,unknown,2,jun,121,4,-1,0,unknown,0
23130,27,unemployed,single,tertiary,no,-446,yes,no,unknown,26,may,120,1,-1,0,unknown,0
23131,52,management,married,tertiary,no,0,no,no,unknown,20,jun,166,1,-1,0,unknown,0
23132,57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,778,3,-1,0,unknown,0
23133,33,blue-collar,married,secondary,no,463,yes,no,unknown,23,may,76,4,-1,0,unknown,0
23134,32,services,single,secondary,no,80,yes,no,telephone,19,nov,475,2,-1,0,unknown,0
23135,50,admin.,married,secondary,no,1906,no,no,unknown,16,may,174,17,-1,0,unknown,0
23136,31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,0
23137,30,self-employed,married,primary,no,674,yes,no,cellular,21,nov,72,2,-1,0,unknown,0
23138,37,blue-collar,married,tertiary,no,359,no,yes,cellular,7,aug,3422,2,-1,0,unknown,0
23139,50,technician,married,secondary,no,0,yes,yes,cellular,18,nov,126,2,-1,0,unknown,0
23140,36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,4,-1,0,unknown,0
23141,32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,1
23142,31,housemaid,married,primary,no,979,no,yes,cellular,18,aug,298,10,-1,0,unknown,0
23143,32,technician,married,secondary,no,235,yes,no,telephone,28,aug,688,6,-1,0,unknown,0
23144,48,admin.,married,primary,no,607,no,no,unknown,20,jun,29,2,-1,0,unknown,0
23145,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,0
23146,51,services,married,secondary,no,144,no,yes,unknown,27,jun,153,2,-1,0,unknown,0
23147,51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,0
23148,49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,1
23149,33,technician,divorced,primary,no,20,yes,no,unknown,15,may,172,4,-1,0,unknown,0
23150,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,1
23151,40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,may,258,1,-1,0,unknown,0
23152,53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,116,2,188,1,success,0
23153,57,blue-collar,married,primary,no,0,no,no,cellular,8,jul,237,3,-1,0,unknown,0
23154,48,technician,married,secondary,no,-38,yes,no,cellular,13,may,331,3,-1,0,unknown,0
23155,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,1
23156,31,management,single,secondary,no,1090,yes,no,cellular,8,may,50,1,303,1,failure,0
23157,55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,0
23158,40,blue-collar,married,secondary,no,668,yes,no,cellular,17,apr,156,2,318,1,other,0
23159,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,failure,1
23160,31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,163,1,-1,0,unknown,0
23161,37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,3,-1,0,unknown,0
23162,32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,0
23163,31,self-employed,married,tertiary,no,0,yes,no,cellular,22,jul,392,2,-1,0,unknown,0
23164,47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,92,1,-1,0,unknown,0
23165,26,technician,single,secondary,no,57,yes,no,unknown,9,may,404,2,-1,0,unknown,0
23166,55,blue-collar,married,unknown,no,-102,yes,no,unknown,23,may,35,1,-1,0,unknown,0
23167,38,retired,married,unknown,no,304,no,no,cellular,11,may,94,1,350,5,other,0
23168,25,services,single,secondary,no,64,no,no,cellular,21,jul,71,11,-1,0,unknown,0
23169,36,unemployed,single,tertiary,no,577,yes,no,unknown,30,may,155,1,-1,0,unknown,0
23170,37,self-employed,divorced,secondary,no,231,no,no,unknown,6,jun,250,1,-1,0,unknown,0
23171,52,technician,married,secondary,no,2079,no,no,cellular,6,aug,68,2,-1,0,unknown,0
23172,31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,0
23173,32,management,single,tertiary,no,100,no,no,cellular,12,aug,181,2,-1,0,unknown,0
23174,44,admin.,married,secondary,no,345,yes,no,telephone,16,jul,208,8,-1,0,unknown,0
23175,33,services,married,secondary,no,90,yes,no,cellular,17,apr,170,2,263,2,failure,0
23176,35,blue-collar,married,secondary,no,328,yes,no,cellular,13,may,484,3,364,1,other,0
